"","dhs_id","site_id","site_name","latitude","longitude","rural_urban","country","country_id","continent_id","month_start","year_start","month_end","year_end","lower_age","upper_age","examined","positive","pr","species","method","rdt_type","pcr_type","malaria_metrics_available","location_available","permissions_info","citation1","citation2","citation3"
"147",NA,8506,"Uyombo Primary School",-3.4059,39.9406,"RURAL","Kenya","KEN","Africa",9,2008,9,2008,5,15,110,1,0.0091,"P. falciparum","RDT","OptiMal-IT",NA,"true","true","","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306","",""
"150",NA,11804,"Cluster 21",-3.8202,39.7487,"UNKNOWN","Kenya","KEN","Africa",5,2009,5,2009,0.6,11,13,3,0.2308,"P. falciparum","Microscopy","",NA,"true","true","",", Kilifi. (2009) personal communication.","",""
"152",NA,22134,"Lelach Primary School",-0.6537,35.0894,"UNKNOWN","Kenya","KEN","Africa",11,2009,11,2009,5,17,110,0,0,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"true","true","","Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",""
"153",NA,7945,"Wanga Primary School",-0.4596,34.2662,"RURAL","Kenya","KEN","Africa",11,2009,11,2009,5,17,110,32,0.2909,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"true","true","","Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",""
"154",NA,6841,"Mindali",-1.8239,37.7737,"UNKNOWN","Kenya","KEN","Africa",8,2003,8,2003,0.3,5,17,1,0.0588,"P. falciparum","RDT","Unknown",NA,"true","true","","Marsh, V.M. and Abuya, T., . (2004) personal communication.","",""
"156",NA,3220,"Konyao",1.7893,35.0574,"UNKNOWN","Kenya","KEN","Africa",6,2006,9,2006,1,32,8,0,0,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"true","true","","Kolaczinski, J.H., Reithinger, R., Worku, D.T., Ocheng, A., Kasimiro, J., Kabatereine, N. and Brooker, S. (2008).  <b>Risk factors of visceral leishmaniasis in East Africa: a case-control study in Pokot territory of Kenya and Uganda.</b> <i>International Journal of Epidemiology</i>, <b>37</b>(2):344-52","",""
"158",NA,1961,"Chewele Primary School",-1.1582,39.9518,"UNKNOWN","Kenya","KEN","Africa",2,2009,2,2009,5,17,115,6,0.0522,"P. falciparum","RDT","Unknown",NA,"true","true","","Gitonga, C. and Brooker, S., . (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",""
"161",NA,5904,"Oruba Primary School",-0.9647,34.5265,"UNKNOWN","Kenya","KEN","Africa",11,2009,11,2009,5,17,110,26,0.2364,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"true","true","","Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",""
"165",NA,4135,"Ngarenyiro Primary School",-0.2367,36.7758,"RURAL","Kenya","KEN","Africa",10,2009,10,2009,5,17,110,0,0,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"true","true","","Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",""
"167",NA,13723,"Sisenye",0.158,33.994,"RURAL","Kenya","KEN","Africa",10,1999,10,1999,0,5,171,117,0.6842,"P. falciparum","Microscopy","",NA,"true","true","","Mwaniki, D.L. (2002). <i>Anaemia and status of iron, vitamin A and zinc in Kenya.</i> . Nairobi. UNICEF. 1-256","",""
"170",NA,1379,"Sikor Town",1.4823,35.473,"URBAN","Kenya","KEN","Africa",6,2006,9,2006,4,45,14,1,0.0714,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"true","true","","Kolaczinski, J.H., Reithinger, R., Worku, D.T., Ocheng, A., Kasimiro, J., Kabatereine, N. and Brooker, S. (2008).  <b>Risk factors of visceral leishmaniasis in East Africa: a case-control study in Pokot territory of Kenya and Uganda.</b> <i>International Journal of Epidemiology</i>, <b>37</b>(2):344-52","",""
"171",NA,1046,"Gesero Primary School",-0.6919,34.6748,"UNKNOWN","Kenya","KEN","Africa",7,2009,7,2009,4,15,109,2,0.0183,"P. falciparum","RDT","Unknown",NA,"true","true","","Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",""
"173",NA,18594,"Chesawach Primary School",1.223,35.6435,"UNKNOWN","Kenya","KEN","Africa",11,2009,11,2009,5,17,110,0,0,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"true","true","","Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",""
"177",NA,19209,"Mikinduni Primary School",-1.532,40.0384,"UNKNOWN","Kenya","KEN","Africa",2,2009,2,2009,5,17,109,10,0.0917,"P. falciparum","RDT","Unknown",NA,"true","true","","Gitonga, C. and Brooker, S., . (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",""
"178",NA,15432,"Minuri  Primary School",-0.6208,37.5917,"RURAL","Kenya","KEN","Africa",9,2009,9,2009,5,17,109,0,0,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"true","true","","Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",""
"180",NA,7538,"Pamanzi",-3.8825,39.1454,"UNKNOWN","Kenya","KEN","Africa",10,2003,10,2003,0.5,4,18,15,0.8333,"P. falciparum","RDT","Unknown",NA,"true","true","","Marsh, V.M. and Abuya, T., . (2004) personal communication.","",""
"183",NA,7340,"Cluster 13",-3.8425,39.76,"UNKNOWN","Kenya","KEN","Africa",4,2009,4,2009,0.8,10,5,4,0.8,"P. falciparum","Microscopy","",NA,"true","true","",", Kilifi. (2009) personal communication.","",""
"184",NA,5590,"Mbuyuni",-3.9585,39.5323,"UNKNOWN","Kenya","KEN","Africa",9,2003,9,2003,0.1,4,21,10,0.4762,"P. falciparum","RDT","Unknown",NA,"true","true","","Marsh, V.M. and Abuya, T., . (2004) personal communication.","",""
"185",NA,13642,"Osiri",-0.1267,34.6058,"UNKNOWN","Kenya","KEN","Africa",5,1994,5,1994,0,6,258,218,0.845,"P. falciparum","Microscopy","",NA,"true","true",""," (1994). <i>Vitamin A deficiency in Kenya: A report of the national micronutrients survey, 1994.</i> . Nairobi. UNICEF. 1-89","",""
"189",NA,10559,"Ramada Primary School",-2.889,40.0209,"UNKNOWN","Kenya","KEN","Africa",10,2008,10,2008,5,15,108,1,0.0093,"P. falciparum","RDT","OptiMal-IT",NA,"true","true","","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306","",""
"190",NA,13628,"Birongo",-0.7482,34.8902,"UNKNOWN","Kenya","KEN","Africa",10,1999,10,1999,0,5,162,32,0.1975,"P. falciparum","Microscopy","",NA,"true","true","","Mwaniki, D.L. (2002). <i>Anaemia and status of iron, vitamin A and zinc in Kenya.</i> . Nairobi. UNICEF. 1-256","",""
"192",NA,9967,"Kalamba",-1.8737,37.5007,"UNKNOWN","Kenya","KEN","Africa",8,2003,8,2003,0.4,4,20,2,0.1,"P. falciparum","RDT","Unknown",NA,"true","true","","Marsh, V.M. and Abuya, T., . (2004) personal communication.","",""
"195",NA,12575,"Kapenguria",1.2559,35.1457,"UNKNOWN","Kenya","KEN","Africa",6,1986,6,1986,0,99,101,16,0.1584,"P. falciparum","Microscopy","",NA,"true","true","","Mutero, C.M., Mutinga, M.J., Ngindu, A.M., Kenya, P.R. and Amimo, F.A. (1992).  <b>Visceral leishmaniasis and malaria prevalence in West Pokot District, Kenya.</b> <i>East African Medical Journal</i>, <b>69</b>(1):3-8","",""
"200",NA,9237,"Kipini Primary School",-2.5213,40.5321,"UNKNOWN","Kenya","KEN","Africa",3,2009,3,2009,5,17,105,0,0,"P. falciparum","RDT","Unknown",NA,"true","true","","Gitonga, C. and Brooker, S., . (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",""
"202",NA,9636,"Tamkal",1.2783,35.1683,"UNKNOWN","Kenya","KEN","Africa",6,1986,6,1986,0,99,100,7,0.07,"P. falciparum","Microscopy","",NA,"true","true","","Mutero, C.M., Mutinga, M.J., Ngindu, A.M., Kenya, P.R. and Amimo, F.A. (1992).  <b>Visceral leishmaniasis and malaria prevalence in West Pokot District, Kenya.</b> <i>East African Medical Journal</i>, <b>69</b>(1):3-8","",""
"203",NA,16344,"Cluster 26",-3.8205,39.7675,"UNKNOWN","Kenya","KEN","Africa",5,2009,5,2009,2,10,21,1,0.0476,"P. falciparum","Microscopy","",NA,"true","true","",", Kilifi. (2009) personal communication.","",""
"205",NA,19458,"Burangi Primary School",-3.1593,40.0776,"UNKNOWN","Kenya","KEN","Africa",10,2008,10,2008,3,14,101,6,0.0594,"P. falciparum","Microscopy","",NA,"true","true","","Mbogo, C. (2009). <i>Report on the malaria prevalence survey in Malindi.</i> . Malindi. 1-4","",""
"206",NA,22095,"Mazola",-4.0845,39.3068,"UNKNOWN","Kenya","KEN","Africa",9,2003,9,2003,0.2,5,23,20,0.8696,"P. falciparum","RDT","Unknown",NA,"true","true","","Marsh, V.M. and Abuya, T., . (2004) personal communication.","",""
"208",NA,13694,"Sirwet",0.3597,35.824,"UNKNOWN","Kenya","KEN","Africa",5,1994,5,1994,0,6,235,1,0.0043,"P. falciparum","Microscopy","",NA,"true","true",""," (1994). <i>Vitamin A deficiency in Kenya: A report of the national micronutrients survey, 1994.</i> . Nairobi. UNICEF. 1-89","",""
"209",NA,312,"Lower Kachola",-0.4752,34.2802,"UNKNOWN","Kenya","KEN","Africa",4,2002,4,2002,1,5,24,11,0.4583,"P. falciparum","Microscopy","",NA,"true","true","","Okech, B.A. (2004). <i>Environmental factors affecting the development of <i>Plasmodium falciparum</i> in <i>Anopheles</i> gambaie mosquitoes.</i> UNKNOWN. . .","",""
"216",NA,2153,"Chesegon",1.3477,35.6502,"UNKNOWN","Kenya","KEN","Africa",6,1986,6,1986,0,99,99,4,0.0404,"P. falciparum","Microscopy","",NA,"true","true","","Mutero, C.M., Mutinga, M.J., Ngindu, A.M., Kenya, P.R. and Amimo, F.A. (1992).  <b>Visceral leishmaniasis and malaria prevalence in West Pokot District, Kenya.</b> <i>East African Medical Journal</i>, <b>69</b>(1):3-8","",""
"217",NA,4859,"Bukhalalire",0.3183,34.2828,"UNKNOWN","Kenya","KEN","Africa",2,2003,2,2003,0.1,5,26,23,0.8846,"P. falciparum","RDT","Unknown",NA,"true","true","","Marsh, V.M. and Abuya, T., . (2004) personal communication.","",""
"218",NA,15819,"Kirindo Primary School",-0.1667,34.4829,"RURAL","Kenya","KEN","Africa",3,2007,4,2007,5,14,138,112,0.8116,"P. falciparum","Microscopy","",NA,"true","true","","Montgomery, S.R., Muok, EM, Mwinzi, PN, Williamson, JM, Secor, WE and Karanja, DM (2008). <i>Estimation of attributable risk of anemia due to schistosomiasis in western Kenya.</i> In: Abstract Book American Society of Tropical Medicine and Hygiene 57th Annual Meeting. New Orleans. .","Montgomery, SR, . (2009) personal communication.",""
"220",NA,13456,"Kagio",-0.617,37.249,"RURAL","Kenya","KEN","Africa",11,2001,2,2002,0,9,53,9,0.1698,"P. falciparum","Microscopy","",NA,"true","true","","Mutero, C.M., Kabutha, C., Kimani, V., Kabuage, L., Gitau, G., Ssennyonga, J., Githure, J., Muthami, L., Kaida, A., Musyoka, L., Kiarie, E. and Oganda, M. (2004).  <b>A transdisciplinary perspective on the links between malaria and agroecosystems in Kenya.</b> <i>Acta Tropica</i>, <b>89</b>(2):171-86","",""
"221",NA,13457,"Murinduko",-0.5667,37.45,"RURAL","Kenya","KEN","Africa",11,2001,2,2002,0,9,63,34,0.5397,"P. falciparum","Microscopy","",NA,"true","true","","Mutero, C.M., Kabutha, C., Kimani, V., Kabuage, L., Gitau, G., Ssennyonga, J., Githure, J., Muthami, L., Kaida, A., Musyoka, L., Kiarie, E. and Oganda, M. (2004).  <b>A transdisciplinary perspective on the links between malaria and agroecosystems in Kenya.</b> <i>Acta Tropica</i>, <b>89</b>(2):171-86","",""
"224",NA,21012,"Cluster 14",-3.8384,39.7581,"UNKNOWN","Kenya","KEN","Africa",5,2009,5,2009,1,10,10,1,0.1,"P. falciparum","Microscopy","",NA,"true","true","",", Kilifi. (2009) personal communication.","",""
"225",NA,16797,"Kalimoni Primary School",-1.1173,37.019,"UNKNOWN","Kenya","KEN","Africa",11,2009,11,2009,5,17,110,0,0,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"true","true","","Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",""
"226",NA,19564,"Petanguo",-3.5372,39.6333,"UNKNOWN","Kenya","KEN","Africa",10,1985,10,1985,0,99,48,28,0.5833,"P. falciparum","Microscopy","",NA,"true","true","","Ashford, R.W., Craig, P.S. and Oppenheimer, S.J. (1993).  <b>Polyparasitism on the Kenya coast. 2. Spatial heterogeneity in parasite distributions.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>87</b>(3):283-93","",""
"227",NA,18932,"Mukunguni",-3.4883,39.9094,"UNKNOWN","Kenya","KEN","Africa",11,1990,11,1991,1,7,5,0,0,"P. falciparum","Microscopy","",NA,"true","true","","Snow, R.W., . (1991) personal communication.","",""
"228",NA,10076,"Kisui Beach",-0.4399,34.2347,"RURAL","Kenya","KEN","Africa",11,2001,12,2001,1,15,198,62,0.3131,"P. falciparum","Microscopy","",NA,"true","true","","Okech, B.A. (2004). <i>Environmental factors affecting the development of <i>Plasmodium falciparum</i> in <i>Anopheles</i> gambaie mosquitoes.</i> UNKNOWN. . .","",""
"229",NA,13603,"Igorera sub-location",-0.8791,34.7652,"UNKNOWN","Kenya","KEN","Africa",5,2000,5,2000,0,14,91,13,0.1429,"P. falciparum","RDT","ICT Malaria Dual Test ML03",NA,"true","true","","Zurovac, D., . (2000) personal communication.","",""
"233",NA,18211,"Chando/Mrima Wakuku & Konjora",-3.5648,39.8072,"UNKNOWN","Kenya","KEN","Africa",3,1995,3,1995,1,4,130,57,0.4385,"P. falciparum","Microscopy","",NA,"true","true","","Marsh, K., . (1995) personal communication.","",""
"235",NA,11575,"Saradidi Primary School",-0.123,34.3826,"UNKNOWN","Kenya","KEN","Africa",6,2006,11,2006,5,14,74,34,0.4595,"P. falciparum","Microscopy","",NA,"true","true","","Montgomery, S.R., Muok, EM, Mwinzi, PN, Williamson, JM, Secor, WE and Karanja, DM (2008). <i>Estimation of attributable risk of anemia due to schistosomiasis in western Kenya.</i> In: Abstract Book American Society of Tropical Medicine and Hygiene 57th Annual Meeting. New Orleans. .","Montgomery, SR, . (2009) personal communication.",""
"239",NA,1916,"Koiyet Primary School",-0.0706,35.2767,"RURAL","Kenya","KEN","Africa",11,2009,11,2009,5,17,110,0,0,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"true","true","","Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",""
"240",NA,1172,"Guni Primary School",-0.8037,38.2986,"RURAL","Kenya","KEN","Africa",9,2009,9,2009,5,17,110,0,0,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"true","true","","Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",""
"243",NA,13460,"Karira",-0.6636,37.3486,"RURAL","Kenya","KEN","Africa",8,1990,8,1990,1,9,139,1,0.0072,"P. falciparum","Microscopy","",NA,"true","true","","Rapuoda, B.A. (1995). <i>The malaria parasite prevalence rates in settled villages of the Mwea Tebere irrigation scheme.</i> UNKNOWN. Kenyatta University. Nairobi. .","",""
"247",NA,16463,"Matende Primary School",0.2656,34.7539,"UNKNOWN","Kenya","KEN","Africa",9,2009,9,2009,5,17,109,7,0.0642,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"true","true","","Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",""
"251",NA,20564,"Kases",2.0993,35.0364,"UNKNOWN","Kenya","KEN","Africa",6,2006,9,2006,11,43,4,1,0.25,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"true","true","","Kolaczinski, J.H., Reithinger, R., Worku, D.T., Ocheng, A., Kasimiro, J., Kabatereine, N. and Brooker, S. (2008).  <b>Risk factors of visceral leishmaniasis in East Africa: a case-control study in Pokot territory of Kenya and Uganda.</b> <i>International Journal of Epidemiology</i>, <b>37</b>(2):344-52","",""
"254",NA,5745,"Gadeni Primary School",-2.232,40.1793,"UNKNOWN","Kenya","KEN","Africa",2,2009,2,2009,5,17,110,1,0.0091,"P. falciparum","RDT","Unknown",NA,"true","true","","Gitonga, C. and Brooker, S., . (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",""
"256",NA,7199,"Kararacha/Mpendakula/Chuma",-3.4596,39.8997,"UNKNOWN","Kenya","KEN","Africa",1,1990,9,1991,1,2,4,2,0.5,"P. falciparum","Microscopy","",NA,"true","true","","Snow, R.W., . (1991) personal communication.","",""
"257",NA,17902,"Cluster 33",-3.8025,39.7548,"UNKNOWN","Kenya","KEN","Africa",5,2009,5,2009,0.4,10,24,0,0,"P. falciparum","Microscopy","",NA,"true","true","",", Kilifi. (2009) personal communication.","",""
"259",NA,16965,"Lokichar",1.5871,35.0096,"UNKNOWN","Kenya","KEN","Africa",6,2006,9,2006,7,35,6,1,0.1667,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"true","true","","Kolaczinski, J.H., Reithinger, R., Worku, D.T., Ocheng, A., Kasimiro, J., Kabatereine, N. and Brooker, S. (2008).  <b>Risk factors of visceral leishmaniasis in East Africa: a case-control study in Pokot territory of Kenya and Uganda.</b> <i>International Journal of Epidemiology</i>, <b>37</b>(2):344-52","",""
